tier,case,anchor,req,cat,meshes,cells,nres,dx,ranks_str,firebot,t_end,steps_est,cost,PI,wall_s,mem_gb,fits,tclass,derive,verifies,judge,notes
T2,Sprinklers_and_Sprays/cascadempi.fds,yes,"FR-050,FR-051","a,h",6,57344,1,0.25x0.25x0.25,6,6,100.0,1334,solid,1,58,0.1,yes,T2 vs FFT baseline; T1 vs GLMAT copy (FR-002) / T2,,Water droplets cascading over boxes across 6 meshes/ranks: particle migration between meshes,"dataplot: 4 rows, area, Relative Error, tol 0.02",
T2,Sprinklers_and_Sprays/cannon_ball.fds,yes,FR-050,h,1,9000,1,1x1x1,1,1,2.5,28,iso3d,1,4,0.1,yes,T1 (T0 stretch) / T2,,Ballistic particle trajectory (no drag) vs analytic,"dataplot: Relative Error, end, tol 0.01",
T2,Radiation/plate_view_factor_cart_30.fds,yes,"FR-060,FR-061",i,1,4000,1,0.1x0.1x0.1,1,1,.01,10,firerad,30,13,0.1,yes,T1 first 100 steps (T2 full run) / T2,,"Plate view factor, 30 angles, 10 steps",plate_view_factor.py -> table in Verification Guide (no dataplot row),
T2,Radiation/radiating_polygon_square_20.fds,yes,"FR-060,FR-061",i,1,11520,1,0.083333x0.083333x0.05,1,1,0.05,1,firerad,100,12,0.1,yes,T1 first 100 steps (T2 full run) / T2,,"Radiating square polygon, 100 angles, single step",radiating_polygon.py -> table (no dataplot row),
T2,Timing_Benchmarks/openmp_test64a.fds,yes,"NFR-012,NFR-030","g,j",1,262144,1,0.015625x0.015625x0.015625,1,1,10.0,356,iso3d,1.5,283,0.31,yes,T1 / timing,,64^3 single-mesh buoyant flow: timing benchmark (OMP 1 thread),"timing only (median of 3, NFR-030)",firebot -o 1; openmp_test64b..h are the 2..8-thread variants
T2-opt,VV/test_8mesh_NOFRPG_short.fds,,"NFR-030,NFR-033,FR-031","b,j",8,1000000,1,0.008x0.008x0.01,8,- (derived (V&V)),0.05,20,fire,7,128,1.2,yes,T1 first 20 steps / timing,copy of GPU_Tests/HYPRE_GPU_SCALING/test_8mesh_NOFRPG.fds with T_END=0.05 (~20 steps),"1.0 M cells, 8 x 125k meshes, propane fire, UGLMAT (HYPRE PCG+BoomerAMG, tol 1e-12) single pressure iteration: HYPRE pressure cost/scaling baseline on CPU","no FDS pass/fail (not in FDS_Cases.sh, no dataplot row); HYPRE_DEVICE_RUN only matters when compiled WITH_HYPRE_DEVICE, so it is inert on CPU builds; V&V: timing split from _cpu.csv, HYPRE iterations/residual from .out (CHECK_POISSON copy)",
T3,GPU_Tests/test_gpu.fds,,,"b,j",8,1000000,1,0.008x0.008x0.01,8,- (no),1.,417,fire,7,2609,1.2,yes,n/a,,"Same 1 M-cell fire, 8 meshes, T_END 1 s, SOLVER=UGLMAT HYPRE","no FDS pass/fail (not in FDS_Cases.sh, no dataplot row); HYPRE_DEVICE_RUN only matters when compiled WITH_HYPRE_DEVICE, so it is inert on CPU builds",CPU-runnable but ~1 h at 8 ranks; use the _short copy instead
T3,GPU_Tests/HYPRE_GPU_SCALING/test_4mesh.fds,,,"b,j",4,1000000,1,0.008x0.008x0.01,4,- (no),0.5,209,fire,7,2616,1.2,yes,n/a (pair with same FDS_RANKS_PER_GPU = free T0 check; FR-038 T1 vs baseline),,"HYPRE GPU scaling input, 4 meshes, 1 M cells, UGLMAT 1 iteration, T_END 0.5 s","no FDS pass/fail (not in FDS_Cases.sh, no dataplot row); HYPRE_DEVICE_RUN only matters when compiled WITH_HYPRE_DEVICE, so it is inert on CPU builds; _RS*/_NOFRPG pairs are byte-identical except CHID; the job scripts differ only in FDS_RANKS_PER_GPU, which changes the HYPRE matrix partition on CPU too (RS masters gather and solve)",
T3,GPU_Tests/HYPRE_GPU_SCALING/test_4mesh_RS4.fds,,,"b,j",4,1000000,1,0.008x0.008x0.01,4,- (no),0.5,209,fire,7,2616,1.2,yes,n/a (pair with same FDS_RANKS_PER_GPU = free T0 check; FR-038 T1 vs baseline),,"HYPRE GPU scaling input, 4 meshes, 1 M cells, UGLMAT 1 iteration, T_END 0.5 s","no FDS pass/fail (not in FDS_Cases.sh, no dataplot row); HYPRE_DEVICE_RUN only matters when compiled WITH_HYPRE_DEVICE, so it is inert on CPU builds; _RS*/_NOFRPG pairs are byte-identical except CHID; the job scripts differ only in FDS_RANKS_PER_GPU, which changes the HYPRE matrix partition on CPU too (RS masters gather and solve)",
T3,GPU_Tests/HYPRE_GPU_SCALING/test_8mesh_NOFRPG.fds,,,"b,j",8,1000000,1,0.008x0.008x0.01,8,- (no),0.5,209,fire,7,1309,1.2,yes,n/a (pair with same FDS_RANKS_PER_GPU = free T0 check; FR-038 T1 vs baseline),,"HYPRE GPU scaling input, 8 meshes, 1 M cells, UGLMAT 1 iteration, T_END 0.5 s","no FDS pass/fail (not in FDS_Cases.sh, no dataplot row); HYPRE_DEVICE_RUN only matters when compiled WITH_HYPRE_DEVICE, so it is inert on CPU builds; _RS*/_NOFRPG pairs are byte-identical except CHID; the job scripts differ only in FDS_RANKS_PER_GPU, which changes the HYPRE matrix partition on CPU too (RS masters gather and solve)",
T3,GPU_Tests/HYPRE_GPU_SCALING/test_8mesh_RS2.fds,,,"b,j",8,1000000,1,0.008x0.008x0.01,8,- (no),0.5,209,fire,7,1309,1.2,yes,n/a (pair with same FDS_RANKS_PER_GPU = free T0 check; FR-038 T1 vs baseline),,"HYPRE GPU scaling input, 8 meshes, 1 M cells, UGLMAT 1 iteration, T_END 0.5 s","no FDS pass/fail (not in FDS_Cases.sh, no dataplot row); HYPRE_DEVICE_RUN only matters when compiled WITH_HYPRE_DEVICE, so it is inert on CPU builds; _RS*/_NOFRPG pairs are byte-identical except CHID; the job scripts differ only in FDS_RANKS_PER_GPU, which changes the HYPRE matrix partition on CPU too (RS masters gather and solve)",
T3,GPU_Tests/HYPRE_GPU_SCALING/test_16mesh_NOFRPG.fds,,,"b,j",16,1000000,1,0.008x0.008x0.01,8,- (no),0.5,209,fire,7,1309,1.2,yes,n/a (pair with same FDS_RANKS_PER_GPU = free T0 check; FR-038 T1 vs baseline),,"HYPRE GPU scaling input, 16 meshes, 1 M cells, UGLMAT 1 iteration, T_END 0.5 s","no FDS pass/fail (not in FDS_Cases.sh, no dataplot row); HYPRE_DEVICE_RUN only matters when compiled WITH_HYPRE_DEVICE, so it is inert on CPU builds; _RS*/_NOFRPG pairs are byte-identical except CHID; the job scripts differ only in FDS_RANKS_PER_GPU, which changes the HYPRE matrix partition on CPU too (RS masters gather and solve)",needs >8 ranks or a MPI_PROCESS copy
T3,GPU_Tests/HYPRE_GPU_SCALING/test_16mesh_RS4.fds,,,"b,j",16,1000000,1,0.008x0.008x0.01,8,- (no),0.5,209,fire,7,1309,1.2,yes,n/a (pair with same FDS_RANKS_PER_GPU = free T0 check; FR-038 T1 vs baseline),,"HYPRE GPU scaling input, 16 meshes, 1 M cells, UGLMAT 1 iteration, T_END 0.5 s","no FDS pass/fail (not in FDS_Cases.sh, no dataplot row); HYPRE_DEVICE_RUN only matters when compiled WITH_HYPRE_DEVICE, so it is inert on CPU builds; _RS*/_NOFRPG pairs are byte-identical except CHID; the job scripts differ only in FDS_RANKS_PER_GPU, which changes the HYPRE matrix partition on CPU too (RS masters gather and solve)",needs >8 ranks or a MPI_PROCESS copy
T3,GPU_Tests/HYPRE_GPU_SCALING/test_32mesh_NOFRPG.fds,,,"b,j",32,1000000,1,0.008x0.008x0.01,8,- (no),0.5,209,fire,7,1310,1.2,yes,n/a (pair with same FDS_RANKS_PER_GPU = free T0 check; FR-038 T1 vs baseline),,"HYPRE GPU scaling input, 32 meshes, 1 M cells, UGLMAT 1 iteration, T_END 0.5 s","no FDS pass/fail (not in FDS_Cases.sh, no dataplot row); HYPRE_DEVICE_RUN only matters when compiled WITH_HYPRE_DEVICE, so it is inert on CPU builds; _RS*/_NOFRPG pairs are byte-identical except CHID; the job scripts differ only in FDS_RANKS_PER_GPU, which changes the HYPRE matrix partition on CPU too (RS masters gather and solve)",needs >8 ranks or a MPI_PROCESS copy
T3,GPU_Tests/HYPRE_GPU_SCALING/test_32mesh_RS8.fds,,,"b,j",32,1000000,1,0.008x0.008x0.01,8,- (no),0.5,209,fire,7,1310,1.2,yes,n/a (pair with same FDS_RANKS_PER_GPU = free T0 check; FR-038 T1 vs baseline),,"HYPRE GPU scaling input, 32 meshes, 1 M cells, UGLMAT 1 iteration, T_END 0.5 s","no FDS pass/fail (not in FDS_Cases.sh, no dataplot row); HYPRE_DEVICE_RUN only matters when compiled WITH_HYPRE_DEVICE, so it is inert on CPU builds; _RS*/_NOFRPG pairs are byte-identical except CHID; the job scripts differ only in FDS_RANKS_PER_GPU, which changes the HYPRE matrix partition on CPU too (RS masters gather and solve)",needs >8 ranks or a MPI_PROCESS copy
T3,VTK/beam_detector.fds,,,k,8,400000,1,0.1x0.1x0.1,8,- (no),1.0,34,iso3d,1,8,0.48,yes,n/a (Demonstration),,VTK/VTKHDF output demo (beam_detector),no FDS pass/fail; WRITE_FORMAT=VTK writes VTKHDF (needs a WITH_HDF5 build: makefile HDF5_HOME / build_thirdparty_libs.sh; CMake has no HDF5 option) and turns OFF .smv output,
T3,VTK/cascade.fds,,,k,1,14336,1,0.25x0.25x0.25,1,- (no),100.0,1334,fire,1,99,0.1,yes,n/a (Demonstration),,VTK/VTKHDF output demo (cascade),no FDS pass/fail; WRITE_FORMAT=VTK writes VTKHDF (needs a WITH_HDF5 build: makefile HDF5_HOME / build_thirdparty_libs.sh; CMake has no HDF5 option) and turns OFF .smv output,
T3,VTK/couch.fds,,,k,4,60000,1,0.1x0.1x0.1,4,- (no),600.,20000,fire,1,2147,0.1,yes,n/a (Demonstration),,VTK/VTKHDF output demo (couch),no FDS pass/fail; WRITE_FORMAT=VTK writes VTKHDF (needs a WITH_HDF5 build: makefile HDF5_HOME / build_thirdparty_libs.sh; CMake has no HDF5 option) and turns OFF .smv output,
T3,VTK/storage.fds,,,k,8,27000,1,0.3x0.3x0.3,8,- (no),300.,3334,fire,1,84,0.1,yes,n/a (Demonstration),,VTK/VTKHDF output demo (storage),no FDS pass/fail; WRITE_FORMAT=VTK writes VTKHDF (needs a WITH_HDF5 build: makefile HDF5_HOME / build_thirdparty_libs.sh; CMake has no HDF5 option) and turns OFF .smv output,
